0,24.552628338237664
1,33.97393720599836
2,34.52233019003929
3,26.208460022315066
4,29.67601192633702
5,41.62563748026599
6,35.10431411649997
7,35.11274149397461
8,30.021242859772236
9,29.526806167769436
10,27.511274049667804
11,31.50501678948743
12,28.00987268179802
13,27.771665408780223
14,32.27511145620034
15,37.23962110709447
16,27.747215464922476
17,31.717385438606037
18,40.72103255209185
19,28.688332195491842
20,35.662035036800795
21,36.64650956734284
22,47.089156095415575
23,47.10702454690325
24,32.0994409931212
25,28.565997595185586
26,32.02810448166232
27,27.984773608696514
28,28.168640076450536
29,27.169496218915924
30,29.07175405423255
31,31.753452086987316
32,28.198399205885913
33,28.901237933264454
34,28.990359243987076
35,28.99101280573237
36,30.20306600020655
37,30.614003640797677
38,29.084766781067675
39,28.88865803318028
40,28.750129537755214
41,28.350485284555333
42,23.966388332249604
43,22.710633487271615
44,29.364234570380113
45,35.761673357419156
46,36.207277029953026
47,28.897792384110804
48,28.642141701228535
49,34.070739027852945
50,36.13414515497769
51,36.06760973255163
52,39.51159878179105
53,39.72268903093348
54,37.15312534227855
55,36.85492793477684
56,36.18476404754173
57,36.02142319079352
58,35.802517079756655
59,35.626687171017856
60,35.4708939937011
61,35.242785524530866
62,35.07436439724809
63,34.92678825223898
64,34.723205442650865
65,34.49058167245207
66,34.33462161471544
67,34.152356061205445
68,34.011463997821025
69,33.70401929164248
70,33.65892833516503
71,33.47930228471041
72,33.40536938304996
73,33.270276691282085
74,33.0620659973277
75,30.702995847048886
76,31.84877664241471
77,32.40394369680686
78,32.51759436001802
79,32.510059697979685
80,32.42527136905993
81,32.26859880063286
82,32.19693086297123
83,32.15870749009411
84,31.986973797557873
85,31.88731737619656
86,31.819355158987396
87,31.68093017771989
88,31.641816111074544
89,31.5943839530625
90,31.47243049031595
91,31.353582599048405
92,31.260399276363948
93,31.116099794047845
94,31.0881955262307
95,30.983763177846434
96,30.86591745558111
97,30.722194630439652
98,30.462809268977328
99,30.331828085243316
100,28.35703478537028
